loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,loan_status,purpose,addr_state,dti,default_flag
24000.0, 60 months,16.59,591.19,D,D2,10+ years,RENT,109000.0,Charged Off,debt_consolidation,NY,32.05,1
30800.0, 60 months,18.49,790.36,D,D5,10+ years,MORTGAGE,65000.0,Fully Paid,debt_consolidation,FL,35.56,0
17000.0, 36 months,13.99,580.94,C,C4,9 years,RENT,80000.0,Charged Off,debt_consolidation,OH,18.2,1
6000.0, 36 months,5.32,180.69,A,A1,2 years,RENT,99000.0,Fully Paid,debt_consolidation,AL,13.1,0
18000.0, 60 months,13.44,413.63,C,C3,4 years,OWN,200000.0,Current,debt_consolidation,OH,7.92,0
34750.0, 60 months,18.49,891.72,D,D5,10+ years,OWN,79000.0,Fully Paid,debt_consolidation,NV,38.74,0
20000.0, 36 months,11.48,659.33,B,B5,3 years,MORTGAGE,46000.0,Fully Paid,debt_consolidation,CA,25.1,0
5000.0, 36 months,12.88,168.19,C,C2,7 years,MORTGAGE,50000.0,Fully Paid,debt_consolidation,MN,6.96,0
11000.0, 36 months,10.78,358.99,B,B4,5 years,RENT,39000.0,Fully Paid,debt_consolidation,IL,12.74,0
30000.0, 36 months,13.44,1017.19,C,C3,4 years,MORTGAGE,104000.0,Fully Paid,debt_consolidation,CA,16.04,0
8000.0, 36 months,5.32,240.92,A,A1,10+ years,MORTGAGE,48000.0,Fully Paid,home_improvement,VA,12.65,0
1000.0, 36 months,14.85,34.6,C,C5,2 years,MORTGAGE,44000.0,Fully Paid,credit_card,AZ,20.16,0
6000.0, 36 months,8.49,189.38,B,B1,10+ years,RENT,65000.0,Fully Paid,credit_card,CA,3.31,0
18125.0, 60 months,18.49,465.11,D,D5,5 years,MORTGAGE,65000.0,Current,small_business,TX,14.55,0
12000.0, 36 months,9.8,386.09,B,B3,10+ years,OWN,50000.0,Fully Paid,debt_consolidation,FL,26.62,0
3000.0, 36 months,11.99,99.63,C,C1,10+ years,MORTGAGE,75000.0,Fully Paid,debt_consolidation,GA,7.25,0
8650.0, 36 months,17.97,312.59,D,D4,3 years,RENT,60000.0,Charged Off,debt_consolidation,NM,17.66,1
15000.0, 60 months,10.78,324.5,B,B4,5 years,MORTGAGE,88000.0,Fully Paid,debt_consolidation,PA,20.07,0
5000.0, 36 months,8.49,157.82,B,B1,4 years,MORTGAGE,115000.0,Fully Paid,major_purchase,MI,21.91,0
15000.0, 60 months,19.89,396.5,E,E3,2 years,RENT,55000.0,Current,moving,PA,28.3,0
8000.0, 36 months,14.85,276.74,C,C5,< 1 year,MORTGAGE,110000.0,Fully Paid,credit_card,NY,28.62,0
22400.0, 60 months,10.78,484.58,B,B4,6 years,MORTGAGE,70000.0,Fully Paid,credit_card,MO,17.75,0
6000.0, 36 months,9.17,191.28,B,B2,5 years,RENT,30000.0,Fully Paid,major_purchase,RI,16.19,0
26500.0, 60 months,12.88,601.33,C,C2,7 years,MORTGAGE,53000.0,Current,credit_card,TX,31.0,0
10400.0, 60 months,13.99,241.94,C,C4,2 years,RENT,34000.0,Charged Off,debt_consolidation,CA,16.81,1
8000.0, 36 months,8.49,252.51,B,B1,1 year,RENT,39000.0,Fully Paid,debt_consolidation,WI,12.71,0
32475.0, 60 months,18.99,842.25,E,E1,10+ years,MORTGAGE,65000.0,Fully Paid,home_improvement,TX,43.98,0
24000.0, 36 months,14.85,830.21,C,C5,4 years,RENT,66000.0,Fully Paid,other,NY,6.02,0
10200.0, 36 months,7.91,319.21,A,A5,10+ years,RENT,130000.0,Fully Paid,credit_card,GA,16.04,0
15000.0, 36 months,9.17,478.19,B,B2,< 1 year,RENT,50000.0,Fully Paid,debt_consolidation,CA,10.3,0
6000.0, 36 months,11.48,197.8,B,B5,10+ years,RENT,53000.0,Fully Paid,other,UT,15.92,0
14700.0, 60 months,11.48,323.15,B,B5,6 years,MORTGAGE,52000.0,Fully Paid,debt_consolidation,VA,28.32,0
21000.0, 60 months,11.99,467.03,C,C1,10+ years,RENT,156000.0,Current,credit_card,LA,28.97,0
5000.0, 36 months,11.99,166.05,C,C1,,OWN,17000.0,Fully Paid,debt_consolidation,UT,18.01,0
19000.0, 36 months,14.85,657.25,C,C5,8 years,RENT,38000.0,Charged Off,credit_card,CA,25.9,1
12000.0, 36 months,12.88,403.64,C,C2,5 years,RENT,75000.0,Fully Paid,other,FL,23.14,0
12000.0, 36 months,9.17,382.55,B,B2,1 year,MORTGAGE,36000.0,Fully Paid,debt_consolidation,ME,12.4,0
22000.0, 36 months,5.32,662.53,A,A1,9 years,OWN,50000.0,Fully Paid,debt_consolidation,NJ,14.69,0
6000.0, 36 months,9.8,193.05,B,B3,3 years,RENT,61800.0,Fully Paid,debt_consolidation,IL,11.55,0
20000.0, 60 months,11.99,444.79,C,C1,2 years,MORTGAGE,71000.0,Fully Paid,credit_card,IL,20.86,0
11200.0, 60 months,19.48,293.51,E,E2,6 years,MORTGAGE,60920.0,Current,credit_card,TX,20.04,0
7000.0, 36 months,10.78,228.45,B,B4,10+ years,RENT,38000.0,Charged Off,debt_consolidation,CA,26.06,1
12775.0, 60 months,19.89,337.68,E,E3,10+ years,MORTGAGE,57000.0,Charged Off,debt_consolidation,NJ,34.4,1
3500.0, 36 months,10.78,114.23,B,B4,< 1 year,RENT,75000.0,Fully Paid,moving,CA,14.22,0
8000.0, 36 months,8.49,252.51,B,B1,3 years,MORTGAGE,176000.0,Fully Paid,credit_card,MA,2.9,0
35000.0, 36 months,7.91,1095.33,A,A5,10+ years,MORTGAGE,125000.0,Fully Paid,debt_consolidation,NE,14.04,0
17000.0, 60 months,19.89,449.36,E,E3,10+ years,MORTGAGE,50000.0,Fully Paid,debt_consolidation,OH,5.2,0
25000.0, 36 months,12.88,840.91,C,C2,5 years,RENT,150000.0,Fully Paid,debt_consolidation,CA,23.82,0
10000.0, 36 months,9.8,321.74,B,B3,10+ years,MORTGAGE,175000.0,Fully Paid,credit_card,CA,7.97,0
12000.0, 36 months,11.48,395.6,B,B5,< 1 year,OWN,80000.0,Fully Paid,debt_consolidation,NY,1.8,0
10000.0, 60 months,13.99,232.64,C,C4,10+ years,MORTGAGE,100000.0,Current,debt_consolidation,MD,37.68,0
8000.0, 36 months,14.85,276.74,C,C5,3 years,MORTGAGE,38000.0,Fully Paid,credit_card,TN,29.12,0
8000.0, 36 months,13.44,271.26,C,C3,10+ years,MORTGAGE,60000.0,Fully Paid,debt_consolidation,NC,20.14,0
15000.0, 60 months,13.44,344.69,C,C3,10+ years,MORTGAGE,100000.0,Charged Off,credit_card,VA,37.87,1
16625.0, 36 months,17.97,600.79,D,D4,10+ years,MORTGAGE,70000.0,Fully Paid,home_improvement,PA,13.24,0
20000.0, 36 months,5.32,602.3,A,A1,4 years,MORTGAGE,130000.0,Fully Paid,debt_consolidation,AZ,8.35,0
18000.0, 60 months,13.99,418.74,C,C4,10+ years,MORTGAGE,87200.0,Late (31-120 days),credit_card,MA,36.45,0
20000.0, 36 months,13.99,683.46,C,C4,9 years,MORTGAGE,72000.0,Charged Off,debt_consolidation,IN,28.85,1
7800.0, 36 months,16.59,276.51,D,D2,6 years,MORTGAGE,48000.0,Fully Paid,debt_consolidation,NJ,31.7,0
29325.0, 60 months,23.13,828.88,F,F2,1 year,MORTGAGE,72000.0,Current,credit_card,SC,27.12,0
14250.0, 60 months,15.77,344.8,D,D1,9 years,RENT,45000.0,Current,debt_consolidation,TX,30.0,0
8000.0, 36 months,6.49,245.16,A,A2,10+ years,RENT,40000.0,Fully Paid,debt_consolidation,NJ,14.34,0
35000.0, 60 months,13.44,804.27,C,C3,10+ years,MORTGAGE,80000.0,Fully Paid,credit_card,AZ,17.81,0
30000.0, 60 months,11.99,667.19,C,C1,10+ years,MORTGAGE,128000.0,Fully Paid,credit_card,OK,27.36,0
6000.0, 36 months,11.99,199.26,C,C1,10+ years,MORTGAGE,50000.0,Charged Off,debt_consolidation,GA,34.59,1
10000.0, 36 months,9.8,321.74,B,B3,10+ years,MORTGAGE,37000.0,Fully Paid,credit_card,UT,7.69,0
17875.0, 36 months,18.99,655.14,E,E1,3 years,RENT,80000.0,Fully Paid,debt_consolidation,TX,36.62,0
8000.0, 36 months,13.44,271.26,C,C3,1 year,RENT,36504.0,Fully Paid,home_improvement,AR,30.77,0
6875.0, 36 months,9.8,221.2,B,B3,2 years,RENT,48000.0,Fully Paid,credit_card,FL,8.43,0
16000.0, 36 months,11.99,531.36,C,C1,10+ years,OWN,95000.0,Fully Paid,credit_card,MD,12.35,0
5000.0, 36 months,8.49,157.82,B,B1,3 years,MORTGAGE,70000.0,Fully Paid,credit_card,MI,18.86,0
6750.0, 36 months,19.89,250.48,E,E3,8 years,RENT,20000.0,Fully Paid,small_business,NY,17.47,0
11150.0, 36 months,11.48,367.58,B,B5,10+ years,MORTGAGE,49000.0,Fully Paid,other,FL,14.11,0
12800.0, 60 months,13.44,294.14,C,C3,10+ years,RENT,70000.0,Current,other,CA,22.96,0
14825.0, 36 months,10.78,483.81,B,B4,10+ years,MORTGAGE,71000.0,Fully Paid,credit_card,CA,30.57,0
15600.0, 36 months,9.17,497.32,B,B2,< 1 year,RENT,120000.0,Fully Paid,credit_card,TX,16.56,0
13000.0, 36 months,10.78,424.26,B,B4,2 years,RENT,40704.0,Fully Paid,debt_consolidation,WA,16.83,0
11000.0, 36 months,12.88,370.0,C,C2,3 years,RENT,35000.0,Charged Off,credit_card,MA,13.93,1
17100.0, 36 months,19.89,634.54,E,E3,1 year,RENT,57000.0,Charged Off,debt_consolidation,NY,17.79,1
30000.0, 60 months,17.97,761.32,D,D4,10+ years,MORTGAGE,72000.0,Fully Paid,home_improvement,NY,29.02,0
11325.0, 36 months,19.89,420.25,E,E3,5 years,MORTGAGE,43751.0,Fully Paid,other,FL,22.06,0
14000.0, 60 months,16.59,344.86,D,D2,2 years,RENT,45000.0,Current,debt_consolidation,PA,23.68,0
30000.0, 36 months,11.99,996.29,C,C1,4 years,OWN,95500.0,Fully Paid,debt_consolidation,VA,10.56,0
21000.0, 60 months,17.97,532.92,D,D4,10+ years,RENT,75000.0,Fully Paid,debt_consolidation,TX,19.34,0
6000.0, 36 months,15.77,210.27,D,D1,10+ years,MORTGAGE,27000.0,Fully Paid,other,MO,38.13,0
20250.0, 36 months,16.59,717.85,D,D2,1 year,RENT,40536.0,Fully Paid,debt_consolidation,CA,17.35,0
6500.0, 36 months,12.88,218.64,C,C2,2 years,RENT,40000.0,Fully Paid,credit_card,CA,29.7,0
12000.0, 36 months,15.77,420.53,D,D1,7 years,MORTGAGE,37000.0,Fully Paid,medical,GA,30.65,0
6000.0, 36 months,17.27,214.73,D,D3,5 years,RENT,50000.0,Charged Off,debt_consolidation,TX,10.92,1
25000.0, 36 months,12.88,840.91,C,C2,10+ years,MORTGAGE,65000.0,Fully Paid,debt_consolidation,IL,23.98,0
15500.0, 36 months,8.49,489.23,B,B1,8 years,RENT,63000.0,Fully Paid,debt_consolidation,CA,30.7,0
18650.0, 36 months,10.78,608.64,B,B4,< 1 year,MORTGAGE,48000.0,Charged Off,debt_consolidation,MI,31.7,1
23250.0, 60 months,17.27,581.21,D,D3,1 year,RENT,58058.0,Charged Off,debt_consolidation,CA,35.61,1
10000.0, 36 months,14.85,345.92,C,C5,10+ years,MORTGAGE,51000.0,Fully Paid,other,FL,29.81,0
19175.0, 60 months,17.27,479.34,D,D3,5 years,MORTGAGE,102000.0,Fully Paid,other,AL,37.2,0
35000.0, 36 months,10.78,1142.22,B,B4,10+ years,OWN,130000.0,Fully Paid,debt_consolidation,NJ,25.24,0
2000.0, 36 months,10.78,65.27,B,B4,5 years,RENT,25000.0,Fully Paid,other,WA,26.69,0
6300.0, 36 months,11.99,209.23,C,C1,,MORTGAGE,96000.0,Charged Off,debt_consolidation,NJ,6.38,1
4000.0, 36 months,12.88,134.55,C,C2,10+ years,RENT,56000.0,Fully Paid,debt_consolidation,MI,17.47,0
18000.0, 36 months,5.32,542.07,A,A1,10+ years,MORTGAGE,104000.0,Fully Paid,debt_consolidation,WI,21.74,0
2000.0, 36 months,12.88,67.28,C,C2,1 year,RENT,46000.0,Fully Paid,other,FL,18.37,0
31000.0, 36 months,17.97,1120.26,D,D4,5 years,RENT,80000.0,Charged Off,debt_consolidation,MD,14.25,1
9000.0, 36 months,11.99,298.89,C,C1,< 1 year,OWN,55120.0,Fully Paid,credit_card,MI,6.9,0
20000.0, 36 months,11.99,664.2,C,C1,7 years,MORTGAGE,55000.0,Fully Paid,credit_card,OK,15.98,0
30000.0, 36 months,12.88,1009.09,C,C2,3 years,RENT,72000.0,Fully Paid,credit_card,MN,22.89,0
18175.0, 36 months,13.99,621.1,C,C4,10+ years,MORTGAGE,86000.0,Fully Paid,debt_consolidation,CA,33.34,0
16200.0, 60 months,18.99,420.15,E,E1,10+ years,MORTGAGE,45000.0,Fully Paid,debt_consolidation,CA,23.63,0
20000.0, 60 months,13.99,465.27,C,C4,10+ years,RENT,88000.0,Fully Paid,debt_consolidation,CA,26.92,0
35000.0, 36 months,11.99,1162.34,C,C1,1 year,MORTGAGE,225000.0,Fully Paid,debt_consolidation,CA,12.25,0
10000.0, 36 months,9.17,318.79,B,B2,1 year,RENT,28000.0,Fully Paid,credit_card,VA,20.87,0
12000.0, 36 months,5.32,361.38,A,A1,2 years,MORTGAGE,128000.0,Fully Paid,credit_card,MO,13.28,0
28000.0, 60 months,12.59,631.23,C,C2,2 years,MORTGAGE,150000.0,Current,debt_consolidation,VA,13.5,0
14000.0, 36 months,5.32,421.61,A,A1,10+ years,RENT,59000.0,Fully Paid,credit_card,OK,24.86,0
24000.0, 60 months,11.99,533.75,C,C1,10+ years,MORTGAGE,77000.0,Charged Off,credit_card,PA,22.32,1
30000.0, 36 months,12.88,1009.09,C,C2,< 1 year,MORTGAGE,76000.0,Fully Paid,debt_consolidation,CA,13.23,0
35000.0, 60 months,11.99,778.38,C,C1,5 years,RENT,173500.0,Current,debt_consolidation,NJ,25.71,0
5000.0, 36 months,9.8,160.87,B,B3,1 year,OWN,120000.0,Fully Paid,debt_consolidation,LA,29.74,0
10000.0, 36 months,9.17,318.79,B,B2,10+ years,RENT,54000.0,Fully Paid,credit_card,IN,26.71,0
28000.0, 60 months,9.17,583.55,B,B2,3 years,MORTGAGE,65000.0,Fully Paid,credit_card,TX,21.66,0
20225.0, 60 months,16.55,497.77,D,D2,10+ years,OWN,46000.0,Fully Paid,debt_consolidation,MA,22.75,0
24700.0, 60 months,23.13,698.16,F,F2,6 years,MORTGAGE,65000.0,Current,debt_consolidation,FL,31.52,0
28000.0, 36 months,5.32,843.22,A,A1,6 years,MORTGAGE,90000.0,Fully Paid,credit_card,VA,26.04,0
6500.0, 36 months,6.49,199.19,A,A2,10+ years,MORTGAGE,35000.0,Fully Paid,credit_card,NC,12.53,0
30800.0, 60 months,12.88,698.91,C,C2,10+ years,MORTGAGE,70000.0,Fully Paid,credit_card,AR,22.72,0
21000.0, 60 months,13.99,488.53,C,C4,10+ years,MORTGAGE,105249.0,Current,credit_card,OH,22.11,0
14775.0, 36 months,13.99,504.91,C,C4,< 1 year,RENT,57200.0,Fully Paid,debt_consolidation,KS,29.88,0
24925.0, 36 months,11.48,821.69,B,B5,9 years,MORTGAGE,70000.0,Fully Paid,debt_consolidation,NJ,21.16,0
23000.0, 36 months,9.17,733.22,B,B2,10+ years,RENT,110000.0,Fully Paid,debt_consolidation,MA,28.3,0
8000.0, 36 months,9.17,255.04,B,B2,4 years,MORTGAGE,60000.0,Fully Paid,credit_card,LA,23.1,0
30000.0, 36 months,11.48,989.0,B,B5,5 years,RENT,200000.0,Fully Paid,debt_consolidation,CT,6.45,0
19000.0, 36 months,16.59,673.54,D,D2,7 years,RENT,91000.0,Fully Paid,credit_card,IL,31.98,0
12000.0, 60 months,17.27,299.98,D,D3,8 years,MORTGAGE,113000.0,Fully Paid,debt_consolidation,TN,10.93,0
18000.0, 60 months,19.48,471.7,E,E2,2 years,MORTGAGE,43000.0,Charged Off,debt_consolidation,IN,25.15,1
28000.0, 36 months,5.32,843.22,A,A1,3 years,MORTGAGE,202000.0,Fully Paid,debt_consolidation,TN,12.14,0
5000.0, 36 months,11.99,166.05,C,C1,< 1 year,OWN,70000.0,Fully Paid,debt_consolidation,PA,27.74,0
9000.0, 36 months,9.17,286.92,B,B2,8 years,RENT,55000.0,Fully Paid,debt_consolidation,CA,3.67,0
12000.0, 36 months,12.88,403.64,C,C2,10+ years,MORTGAGE,72000.0,Fully Paid,debt_consolidation,CA,18.92,0
20000.0, 36 months,16.59,708.99,D,D2,5 years,MORTGAGE,115000.0,Charged Off,debt_consolidation,TX,14.35,1
10000.0, 36 months,7.91,312.95,A,A5,2 years,MORTGAGE,103000.0,Fully Paid,debt_consolidation,IL,13.74,0
6000.0, 36 months,7.49,186.61,A,A4,10+ years,MORTGAGE,90000.0,Fully Paid,debt_consolidation,FL,3.41,0
5600.0, 36 months,10.78,182.76,B,B4,4 years,OWN,41000.0,Charged Off,debt_consolidation,MI,28.51,1
18200.0, 60 months,12.88,412.99,C,C2,5 years,RENT,60000.0,Current,debt_consolidation,FL,19.24,0
3000.0, 36 months,14.85,103.78,C,C5,10+ years,RENT,70000.0,Fully Paid,other,IL,8.81,0
4800.0, 36 months,11.48,158.24,B,B5,9 years,OWN,52000.0,Fully Paid,debt_consolidation,NJ,9.99,0
24550.0, 36 months,13.44,832.4,C,C3,8 years,MORTGAGE,78500.0,Fully Paid,debt_consolidation,AZ,27.73,0
8000.0, 36 months,13.99,273.39,C,C4,10+ years,RENT,60000.0,Fully Paid,debt_consolidation,FL,33.28,0
6500.0, 36 months,8.49,205.16,B,B1,4 years,MORTGAGE,80000.0,Fully Paid,debt_consolidation,CT,7.86,0
10000.0, 36 months,12.88,336.37,C,C2,9 years,RENT,95000.0,Charged Off,credit_card,FL,7.93,1
5000.0, 36 months,12.88,168.19,C,C2,10+ years,RENT,72000.0,Charged Off,medical,NC,26.04,1
24000.0, 60 months,9.8,507.58,B,B3,10+ years,RENT,62500.0,Current,home_improvement,OK,7.54,0
8000.0, 36 months,17.27,286.3,D,D3,,OWN,27479.0,Fully Paid,other,TX,38.71,0
15000.0, 36 months,9.17,478.19,B,B2,< 1 year,MORTGAGE,100000.0,Fully Paid,debt_consolidation,NJ,10.69,0
4800.0, 36 months,13.44,162.76,C,C3,,MORTGAGE,31200.0,Fully Paid,other,NC,25.5,0
10000.0, 36 months,9.17,318.79,B,B2,10+ years,MORTGAGE,50000.0,Charged Off,debt_consolidation,NC,26.67,1
12675.0, 60 months,16.59,312.22,D,D2,10+ years,MORTGAGE,50000.0,Fully Paid,home_improvement,MI,32.62,0
15000.0, 36 months,13.44,508.6,C,C3,10+ years,RENT,196000.0,Fully Paid,credit_card,NY,12.74,0
22800.0, 36 months,11.99,757.18,C,C1,10+ years,MORTGAGE,96000.0,Fully Paid,credit_card,MA,10.77,0
14000.0, 36 months,10.78,456.89,B,B4,3 years,RENT,55000.0,Fully Paid,credit_card,CA,14.2,0
2100.0, 36 months,8.49,66.29,B,B1,4 years,RENT,39000.0,Fully Paid,debt_consolidation,WV,30.77,0
8100.0, 36 months,20.5,303.1,E,E4,4 years,RENT,60000.0,Fully Paid,other,FL,15.12,0
24000.0, 60 months,9.17,500.19,B,B2,9 years,MORTGAGE,72000.0,Fully Paid,credit_card,FL,21.57,0
24000.0, 36 months,7.91,751.08,A,A5,4 years,RENT,109000.0,Fully Paid,other,MI,7.76,0
20650.0, 36 months,11.48,680.76,B,B5,1 year,MORTGAGE,70000.0,Charged Off,credit_card,GA,20.14,1
10800.0, 60 months,11.99,240.19,C,C1,,RENT,36000.0,Charged Off,debt_consolidation,FL,31.53,1
10000.0, 36 months,8.49,315.63,B,B1,10+ years,MORTGAGE,36000.0,Fully Paid,home_improvement,FL,12.07,0
8000.0, 36 months,11.99,265.68,C,C1,7 years,OWN,57726.0,Fully Paid,credit_card,VT,20.31,0
12000.0, 36 months,6.49,367.74,A,A2,10+ years,OWN,120000.0,Fully Paid,debt_consolidation,CA,25.21,0
12000.0, 36 months,11.48,395.6,B,B5,10+ years,RENT,70000.0,Fully Paid,credit_card,MN,26.95,0
18000.0, 36 months,11.99,597.78,C,C1,10+ years,MORTGAGE,70000.0,Fully Paid,debt_consolidation,OH,37.6,0
5400.0, 36 months,11.99,179.34,C,C1,10+ years,OWN,15000.0,Fully Paid,debt_consolidation,MS,25.04,0
7750.0, 36 months,9.17,247.07,B,B2,10+ years,RENT,80000.0,Fully Paid,credit_card,CO,4.74,0
15000.0, 36 months,15.77,525.66,D,D1,2 years,RENT,50000.0,Fully Paid,other,NY,3.41,0
12600.0, 60 months,20.5,337.34,E,E4,,OWN,35000.0,Current,home_improvement,GA,15.91,0
20000.0, 60 months,13.44,459.58,C,C3,3 years,MORTGAGE,140000.0,Current,debt_consolidation,CO,13.33,0
11000.0, 36 months,6.99,339.6,A,A3,2 years,OWN,44000.0,Fully Paid,debt_consolidation,KS,28.97,0
16000.0, 60 months,11.48,351.73,B,B5,10+ years,MORTGAGE,41000.0,Charged Off,debt_consolidation,MD,15.49,1
15000.0, 36 months,9.17,478.19,B,B2,6 years,RENT,90000.0,Fully Paid,credit_card,NY,16.59,0
6000.0, 36 months,14.85,207.56,C,C5,8 years,RENT,50000.0,Fully Paid,credit_card,IL,14.21,0
22000.0, 36 months,6.99,679.2,A,A3,< 1 year,RENT,140000.0,Fully Paid,debt_consolidation,MA,12.31,0
2100.0, 36 months,6.49,64.36,A,A2,7 years,RENT,50000.0,Fully Paid,credit_card,TX,4.34,0
10000.0, 36 months,11.48,329.67,B,B5,5 years,RENT,41976.0,Fully Paid,debt_consolidation,NC,22.81,0
14000.0, 36 months,6.49,429.03,A,A2,< 1 year,MORTGAGE,95000.0,Fully Paid,debt_consolidation,CO,15.56,0
2000.0, 36 months,9.17,63.76,B,B2,2 years,MORTGAGE,80000.0,Charged Off,debt_consolidation,MA,1.13,1
6000.0, 36 months,16.59,212.7,D,D2,< 1 year,RENT,24000.0,Charged Off,credit_card,MD,28.9,1
6500.0, 36 months,9.17,207.22,B,B2,6 years,RENT,27000.0,Fully Paid,credit_card,MI,19.56,0
15000.0, 60 months,18.49,384.92,D,D5,10+ years,OWN,48000.0,Charged Off,debt_consolidation,CT,18.75,1
24125.0, 60 months,12.88,547.44,C,C2,10+ years,RENT,112000.0,Current,debt_consolidation,VA,35.24,0
11200.0, 60 months,19.89,296.05,E,E3,10+ years,RENT,45800.0,Charged Off,debt_consolidation,CA,29.32,1
6000.0, 36 months,13.99,205.04,C,C4,10+ years,RENT,74800.0,Charged Off,credit_card,CA,11.21,1
26400.0, 36 months,17.97,954.03,D,D4,4 years,RENT,67000.0,Charged Off,debt_consolidation,CA,21.33,1
13300.0, 60 months,13.44,305.62,C,C3,7 years,MORTGAGE,72000.0,Current,credit_card,TX,15.28,0
15000.0, 36 months,5.32,451.73,A,A1,3 years,RENT,86000.0,Fully Paid,debt_consolidation,NY,10.22,0
20600.0, 36 months,9.17,656.71,B,B2,10+ years,MORTGAGE,115000.0,Fully Paid,debt_consolidation,CO,22.62,0
7200.0, 36 months,12.88,242.19,C,C2,4 years,RENT,100000.0,Charged Off,debt_consolidation,MA,16.94,1
35000.0, 36 months,17.97,1264.81,D,D4,1 year,MORTGAGE,100000.0,Fully Paid,other,TX,19.33,0
25200.0, 36 months,5.32,758.9,A,A1,10+ years,MORTGAGE,145000.0,Fully Paid,credit_card,MA,10.99,0
15000.0, 36 months,7.91,469.43,A,A5,,OWN,90000.0,Fully Paid,home_improvement,NY,9.39,0
12000.0, 60 months,12.88,272.31,C,C2,< 1 year,MORTGAGE,75000.0,Fully Paid,debt_consolidation,MI,19.58,0
24000.0, 36 months,9.17,765.1,B,B2,< 1 year,RENT,95000.0,Fully Paid,debt_consolidation,ND,12.4,0
12000.0, 36 months,6.99,370.48,A,A3,2 years,RENT,100000.0,Fully Paid,debt_consolidation,TX,9.19,0
6500.0, 36 months,9.17,207.22,B,B2,8 years,RENT,40000.0,Fully Paid,debt_consolidation,ND,19.35,0
18000.0, 36 months,14.85,622.66,C,C5,3 years,RENT,76000.0,Fully Paid,credit_card,NY,25.97,0
10000.0, 36 months,7.91,312.95,A,A5,10+ years,MORTGAGE,100000.0,Fully Paid,debt_consolidation,FL,8.95,0
8225.0, 36 months,6.99,253.93,A,A3,9 years,RENT,45000.0,Fully Paid,debt_consolidation,FL,21.55,0
9500.0, 36 months,13.44,322.11,C,C3,1 year,MORTGAGE,89000.0,Fully Paid,debt_consolidation,TN,7.46,0
15000.0, 60 months,17.27,374.97,D,D3,6 years,RENT,42000.0,Charged Off,debt_consolidation,NC,25.11,1
8400.0, 36 months,17.27,300.62,D,D3,7 years,MORTGAGE,53500.0,Fully Paid,debt_consolidation,FL,27.36,0
3000.0, 36 months,13.44,101.72,C,C3,< 1 year,RENT,40000.0,Fully Paid,other,CA,21.21,0
24000.0, 60 months,14.85,569.08,C,C5,4 years,RENT,100000.0,Charged Off,credit_card,MD,22.58,1
2400.0, 36 months,11.99,79.71,C,C1,5 years,MORTGAGE,83000.0,Charged Off,car,FL,29.73,1
8000.0, 36 months,13.44,271.26,C,C3,10+ years,MORTGAGE,50000.0,Charged Off,medical,TX,25.46,1
12000.0, 60 months,14.85,284.54,C,C5,3 years,OWN,96000.0,Fully Paid,debt_consolidation,NY,17.9,0
25000.0, 60 months,19.89,660.82,E,E3,9 years,MORTGAGE,80000.0,Charged Off,debt_consolidation,NC,21.98,1
15000.0, 36 months,6.49,459.67,A,A2,1 year,MORTGAGE,58500.0,Fully Paid,home_improvement,AZ,21.87,0
3700.0, 36 months,10.78,120.75,B,B4,< 1 year,OWN,35200.0,Fully Paid,home_improvement,OH,33.24,0
35000.0, 36 months,9.17,1115.77,B,B2,10+ years,OWN,200000.0,Charged Off,credit_card,NY,9.1,1
4800.0, 36 months,14.85,166.05,C,C5,< 1 year,RENT,19500.0,Fully Paid,debt_consolidation,GA,5.23,0
7200.0, 36 months,14.85,249.07,C,C5,10+ years,MORTGAGE,53500.0,Fully Paid,debt_consolidation,NC,35.13,0
24000.0, 36 months,6.99,740.95,A,A3,5 years,RENT,125000.0,Fully Paid,credit_card,NY,7.25,0
12300.0, 36 months,11.99,408.48,C,C1,< 1 year,RENT,28000.0,Fully Paid,debt_consolidation,WA,28.25,0
1500.0, 36 months,14.85,51.89,C,C5,4 years,MORTGAGE,68000.0,Fully Paid,medical,TN,9.97,0
9275.0, 36 months,15.77,325.03,D,D1,3 years,OWN,120000.0,Fully Paid,debt_consolidation,FL,6.75,0
12000.0, 36 months,9.17,382.55,B,B2,8 years,MORTGAGE,45000.0,Fully Paid,credit_card,MI,25.07,0
5000.0, 36 months,8.49,157.82,B,B1,10+ years,MORTGAGE,45000.0,Charged Off,debt_consolidation,NC,14.8,1
14000.0, 60 months,13.99,325.69,C,C4,< 1 year,RENT,45000.0,Current,debt_consolidation,NY,34.56,0
10500.0, 36 months,14.85,363.22,C,C5,,OWN,40917.0,Charged Off,home_improvement,MO,25.34,1
20000.0, 60 months,13.44,459.58,C,C3,10+ years,RENT,98000.0,Current,debt_consolidation,MO,16.46,0
15000.0, 36 months,11.48,494.5,B,B5,5 years,RENT,65000.0,Fully Paid,credit_card,CA,23.96,0
8400.0, 36 months,9.8,270.26,B,B3,< 1 year,RENT,30000.0,Fully Paid,credit_card,NY,20.08,0
10000.0, 36 months,9.8,321.74,B,B3,< 1 year,MORTGAGE,38000.0,Fully Paid,home_improvement,CO,33.95,0
16000.0, 36 months,14.85,553.48,C,C5,< 1 year,RENT,100000.0,Fully Paid,credit_card,IL,11.92,0
